GforgeID, FileName, FileSize, FileSize, AddDate, AddedBy, Description
30527, error_in_logs_psc.zip, 259728, application/x-zip-compressed, 01/28/2011 21:28:49, bkatz, screenshots and logs
30529, blank_page.zip, 32568, application/x-zip-compressed, 01/28/2011 22:52:50, bkatz, screenshot and log
30530, michael_bishop.zip, 153792, application/x-zip-compressed, 01/28/2011 23:04:26, bkatz, package of screenshots and log
30533, c3pr_Registration_1.31.2011.doc, 942080, application/msword, 01/31/2011 16:07:39, mehrig, 
30535, Labviewer_1.31.2011.doc, 264704, application/msword, 01/31/2011 18:14:49, mehrig, 
30569, caaers_error_adding_study_to_all_ae_user.rtf, 26249, application/msword, 02/06/2011 13:56:07, youngs, caaers_error_adding_study_to_all_ae_user
30589, color-blind-asterixes.png, 130188, image/x-png, 02/07/2011 20:53:02, bkatz, screenshot of color problem
30592, QA2_InvalidUser_2.8.2011.doc, 497664, application/msword, 02/08/2011 15:38:36, mehrig, 
30593, enroll_button.zip, 365736, application/x-zip-compressed, 02/08/2011 16:02:13, bkatz, screenshots
30594, QA2_Caaers_2.8.2011.doc, 226304, application/msword, 02/08/2011 17:05:53, mehrig, 
30595, caers-c3pr-identifier-searches.zip, 535245, application/x-zip-compressed, 02/08/2011 18:05:34, youngs, caers-c3pr-identifier-searches
30596, caaers-neverending-search.JPG, 66025, image/pjpeg, 02/08/2011 18:12:28, youngs, caaers-neverending-search
30597, no_rollback.zip, 301564, application/x-zip-compressed, 02/08/2011 19:45:07, bkatz, screenshots and log
30597, Tomcat_Console_Window_Locking_Resolved.doc, 70656, application/msword, 03/30/2011 13:35:00, conradp, Tomcat Console Window Locking Addressed
30598, ExportXML__2.8.2011.doc, 556544, application/msword, 02/08/2011 20:24:42, mehrig, 
30600, C3PR_Investigator_Error_2.8.2011.doc, 877568, application/msword, 02/08/2011 21:47:17, mehrig, 
30604, C3PR_Study_EPOCH_&_AR_Error_2.9.2011.doc, 975360, application/octet-stream, 02/09/2011 16:52:00, mehrig, 
30606, log.txt, 5026, text/plain, 02/09/2011 18:27:40, thulasiramank, 
30608, C3PR_Stratification_2.9.2011.doc, 1105920, application/msword, 02/09/2011 19:01:19, mehrig, 
30610, C3PR_Stratification__QuestAnswer_2.9.2011.doc, 1220096, application/msword, 02/09/2011 19:47:39, mehrig, 
30615, c3pr-config-settings-pt1.JPG, 90218, image/pjpeg, 02/24/2011 16:17:33, youngs, c3pr-config-settings-pt1.JPG
30615, c3pr-config-settings-pt2.JPG, 80783, image/pjpeg, 02/24/2011 16:18:05, youngs, c3pr-config-settings-pt2.JPG
30617, c3pr-config-settings-pt1.JPG, 90218, image/pjpeg, 02/24/2011 17:12:49, youngs, c3pr-config-settings-pt1
30617, c3pr-config-settings-pt2.JPG, 80783, image/pjpeg, 02/24/2011 17:13:30, youngs, c3pr-config-settings-pt2
30618, c3pr-config-settings-pt1.JPG, 90218, image/pjpeg, 02/24/2011 17:15:53, youngs, c3pr-config-settings-pt1
30618, c3pr-config-settings-pt2.JPG, 80783, image/pjpeg, 02/24/2011 17:16:32, youngs, c3pr-config-settings-pt2
30619, C3PR_CreateStudy_2.10.2011.doc, 1431552, application/msword, 02/10/2011 23:15:22, mehrig, 
30620, c3pr-config-settings-pt1.JPG, 90218, image/pjpeg, 02/24/2011 17:30:48, youngs, c3pr-config-settings-pt1
30620, c3pr-config-settings-pt2.JPG, 80783, image/pjpeg, 02/24/2011 17:31:21, youngs, c3pr-config-settings-pt2
30622, C3PR_Study_RandomizedField_2.11.2011.doc, 678400, application/msword, 02/11/2011 15:36:46, mehrig, 
30653, c3pr-config-settings-pt1.JPG, 90218, image/pjpeg, 02/24/2011 16:09:07, youngs, c3pr-config-settings-pt1
30653, c3pr-config-settings-pt2.JPG, 80783, image/pjpeg, 02/24/2011 16:10:30, youngs, c3pr-config-settings-pt2.JPG
30654, site_and_study_role_scope_inconsistency.zip, 397585, application/x-zip-compressed, 02/15/2011 01:06:48, bkatz, screenshots
30654, lab-data-user-navigation.zip, 207101, application/x-zip-compressed, 02/24/2011 16:23:43, youngs, lab-data-user-navigation-zip-file-containing-several-screen-shots
30668, treatment_assignments.zip, 231547, application/zip, 02/16/2011 22:36:41, bkatz, screenshots
30673, study_interventions_necessary_field.png, 24605, image/png, 02/17/2011 18:21:13, bkatz, screenshots
30674, ae_action_graphic.zip, 160399, application/zip, 02/17/2011 19:12:08, bkatz, screenshots
30678, PSC_SearchStudy_2.18.2011.doc, 556544, application/msword, 02/18/2011 14:11:49, mehrig, 
30679, C3pr_2.18.2011.doc, 597504, application/msword, 02/18/2011 17:20:01, mehrig, 
30696, translation_error.png, 167988, image/png, 02/23/2011 19:30:44, bkatz, screenshots
30697, C3PR_Subject_2.23.2011.doc, 1060352, application/octet-stream, 02/23/2011 20:46:49, mehrig, 
30697, CCTS_SUB_RZ.xml, 9449, text/xml, 02/23/2011 20:48:32, mehrig, 
30697, CCTS_TST_RZ_A.xml, 79195, text/xml, 02/23/2011 20:49:50, mehrig, 
30739, advanced-search-results-heading-consistency.PNG, 219432, image/x-png, 03/03/2011 23:03:27, youngs, advanced-search-results-heading-consistency
30750, c3pr-dashboard-authenticated-unauthorized-user.PNG, 76008, image/x-png, 03/07/2011 15:23:15, youngs, c3pr-dashboard-authenticated-unauthorized-user
30751, c3pr-advanced-search-study-results-when-no-criteria-entered.PNG, 61622, image/x-png, 03/07/2011 15:59:18, youngs, c3pr-advanced-search-study-results-when-no-criteria-entered
30751, error-upon-clicking-on-table-link-in-c3pr-adv-study-search-results.PNG, 20203, image/x-png, 03/07/2011 16:00:23, youngs, error-upon-clicking-on-table-link-in-c3pr-adv-study-search-results
30764, read_timed_out_on_advanced_query.zip, 114776, application/zip, 03/09/2011 18:42:56, bkatz, screenshot and xml file
30765, inactive_subjects_appear_in_search_results.zip, 412756, application/zip, 03/09/2011 18:57:43, bkatz, screenshots and xml request file
30766, CCTS180.doc, 327168, application/octet-stream, 03/09/2011 20:24:50, thulasiramank, 
30775, user_trapped_in_sub_reg_workflow.zip, 561736, application/zip, 03/10/2011 20:17:54, bkatz, screenshots
30808, oops_error_hibernate_flushing.zip, 601506, application/zip, 03/16/2011 23:01:40, bkatz, screenshots and log
30810, servicemix_error_package.zip, 10802, application/zip, 03/17/2011 14:19:26, bkatz, logs and property file
30819, No_Step_8_in_chapter_13.png, 153973, image/png, 03/18/2011 19:17:41, bkatz, screenshot
30820, ctods_vs_labviewer.png, 65088, image/png, 03/18/2011 20:11:14, bkatz, screenshot
30821, unnecessary_chapters.zip, 878194, application/zip, 03/18/2011 20:45:20, bkatz, screenshots
30823, caAERS_upgrade_instructions_revised.png, 52327, image/png, 03/21/2011 16:49:40, bkatz, screenshot
30837, mandatory_fields_in_study_site_page_not_marked.zip, 96410, application/zip, 03/25/2011 18:18:07, bkatz, screenshots
30839, error_message.png, 40463, image/png, 03/25/2011 21:00:48, bkatz, This screenshot is not the error, but shows the page in question
30841, multiple_identical_entries_in_pulldown.png, 151535, image/png, 03/25/2011 21:10:33, bkatz, screenshot of issue
30842, c3pr.zip, 429343, application/zip, 03/25/2011 21:43:25, bkatz, screenshots and log
30845, ClinCon_Study_Public_Err.doc, 218112, application/msword, 03/29/2011 16:11:40, mehrig, 
30846, ClinCon_InvalidStudy.doc, 85504, application/msword, 03/29/2011 16:50:00, mehrig, 
30847, ClinCon_DuplicateStudy.doc, 100352, application/msword, 03/29/2011 17:09:21, mehrig, 
30849, ClinCon_ServiceProperty_Cancel.doc, 98304, application/octet-stream, 03/29/2011 18:09:20, mehrig, 
30850, ClinCon_CDE_for_Registeration_Invalid_Value..doc, 122368, application/msword, 03/29/2011 18:59:01, mehrig, 
30852, ClinCon_ServiceProperty.doc, 82944, application/msword, 03/30/2011 18:35:09, mehrig, 
30857, excel_export.zip, 144951, application/zip, 03/31/2011 15:52:43, bkatz, Log and screenshot
30858, pdf_export.zip, 145125, application/zip, 03/31/2011 15:54:35, bkatz, screenshot and log
30859, screenshot_of_summary_results.png, 196245, image/png, 03/31/2011 16:00:10, bkatz, Screenshot of summary results
30865, study.xml, 76943, text/xml, 03/31/2011 17:10:56, mehrig, 
30865, Study_Error.doc, 213504, application/msword, 03/31/2011 17:36:19, mehrig, 
30865, C3PR_Infratructure.Log.txt, 18617, text/plain, 03/31/2011 20:22:54, mehrig, 
30865, studycalendar.log.txt, 23837, text/plain, 03/31/2011 20:24:12, mehrig, 
30865, catalina.2011-03-30.log.txt, 663, text/plain, 03/31/2011 20:25:24, mehrig, 
30894, ClinConUi_ChangePwd_Error.doc, 71680, application/msword, 03/31/2011 20:01:26, mehrig, 
30905, advanced_search_in_c3pr.zip, 153519, application/zip, 04/01/2011 19:02:06, bkatz, screenshots
30907, StudyTranslation_Error.doc, 454656, application/msword, 04/01/2011 21:48:41, mehrig, 
30907, infrastructure-c3pr.log.txt, 12986, text/plain, 04/01/2011 21:49:16, mehrig, 
30907, Study_Calendar_04-01.txt, 13605, text/plain, 04/01/2011 21:49:47, mehrig, 
30907, study-207.xml, 11605, text/xml, 04/01/2011 21:50:30, mehrig, 
30907, Catalina.04-01.log.txt, 12951, text/plain, 04/01/2011 21:51:41, mehrig, 
30907, studycalendar-plugins.log_4.1.txt, 11254, text/plain, 04/01/2011 21:52:39, mehrig, 
30907, registration-260(2).xml, 8778, text/xml, 04/01/2011 21:55:55, mehrig, 
30912, caAERS_investigator_search_error.zip, 47574, application/zip, 04/04/2011 20:05:03, bkatz, screenshots
30924, Study_Translation_Error_screenshot.doc, 465920, application/msword, 04/05/2011 15:28:19, mehrig, 
30925, all_associated_logs.zip, 131091, application/zip, 04/05/2011 16:56:19, bkatz, all associated logs including servicemix and c3d tomcat in one file
30941, off-study-date-field.zip, 145588, application/zip, 04/06/2011 16:45:28, bkatz, screenshots
31036, c3pr_study_search_on_coppa.zip, 216845, application/zip, 04/21/2011 15:26:28, bkatz, logs and property files
31036, screenshots_on_coppa_search.zip, 521357, application/zip, 04/21/2011 18:55:25, bkatz, screenshots
31036, c3pr.zip, 105089, application/zip, 04/21/2011 18:58:14, bkatz, c3pr log
31038, combined_caaers_servicemix_logs.zip, 3439, application/zip, 04/21/2011 15:55:13, bkatz, logs
31038, coppa_search_caaers.png, 182515, image/png, 04/21/2011 19:52:26, bkatz, screenshot of search
31074, unalphabetized_roles.png, 48103, image/png, 04/26/2011 17:03:28, bkatz, screenshot
31152, caaers.doc, 966656, application/octet-stream, 05/03/2011 19:19:35, mehrig, 
31155, 1caaers.doc, 1226752, application/msword, 05/03/2011 21:21:27, mehrig, 
31221, authentication_error_in_labviewer.zip, 90568, application/zip, 05/10/2011 16:47:29, bkatz, screenshot and log
31227, investigator_window_down_page.png, 79392, image/png, 05/10/2011 20:26:50, bkatz, screenshot
31229, no_investigator_listed_in_labviewer.zip, 103754, application/zip, 05/10/2011 20:46:06, bkatz, screenshots
31231, login_in_defect.png, 64799, image/png, 05/10/2011 21:04:40, bkatz, screenshot
31232, screenshot_of_caaers_disease_page.png, 36593, image/png, 05/11/2011 18:26:42, bkatz, screenshot
31258, labviewer_inconsistent_ui.zip, 279280, application/zip, 05/13/2011 18:10:05, bkatz, 4 screenshots
31269, button_clicks_in_labviewer.zip, 119974, application/zip, 05/16/2011 19:17:14, bkatz, screenshots
31271, accessing_other_studies_unprivileged_in_caaers.zip, 376866, application/zip, 05/16/2011 20:47:17, bkatz, screenshots
31275, typo_on_front_page.png, 137781, image/png, 05/17/2011 18:21:26, bkatz, screenshot
31279, caaers_incorrect_report_for_download.zip, 143356, application/zip, 05/18/2011 18:37:45, bkatz, screenshots
31280, username_invalid_on_csm_but_valid_on_dorian.zip, 269575, application/zip, 05/19/2011 20:09:00, bkatz, screenshots
31303, incorrect_uri_for_labviewer_in_psc.png, 23500, image/png, 05/23/2011 22:11:31, bkatz, screenshot
31304, lab_alert_does_not_go_away_in_caaers.zip, 211586, application/x-zip-compressed, 05/23/2011 22:26:31, bkatz, screenshots
31309, psc_activity_link.zip, 102313, application/zip, 05/25/2011 22:04:32, bkatz, screenshots
